Registry name,Weight,Hunger,Saturation,Display name,Ore Dict keys,Mod name,Item ID
harvestcraft:applejellyitem,3.0,2,1.2,Apple Jelly,['ore:foodApplejelly'],Pam's HarvestCraft,9390
harvestcraft:applejellysandwichitem,8.0,6,1.2,Apple Jelly Sandwich,['ore:foodApplejellysandwich'],Pam's HarvestCraft,9391
harvestcraft:applejuiceitem,2.0,2,1.2,Apple Juice,"['ore:foodApplejuice', 'ore:listAlljuice']",Pam's HarvestCraft,9111
harvestcraft:applepieitem,4.0,5,1.2,Apple Pie,['ore:foodApplepie'],Pam's HarvestCraft,9096
harvestcraft:applesauceitem,2.0,2,1.2,Apple Sauce,['ore:foodApplesauce'],Pam's HarvestCraft,9093
harvestcraft:applesmoothieitem,3.0,3,1.2,Apple Smoothie,"['ore:foodApplesmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9594
harvestcraft:applesnowitem,4.0,4,1.2,Apple Snow,['ore:foodApplesnow'],Pam's HarvestCraft,9811
harvestcraft:appleyogurtitem,3.0,2,1.2,Apple Yogurt,"['ore:foodAppleyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9367
harvestcraft:apricotglazedporkitem,5.0,4,1.2,Apricot Glazed Pork,['ore:foodApricotglazedpork'],Pam's HarvestCraft,9457
harvestcraft:apricotitem,1.0,1,0.6,Apricot,"['ore:cropApricot', 'ore:listAllfruit']",Pam's HarvestCraft,8994
harvestcraft:apricotjellyitem,3.0,2,1.2,Apricot Jelly,['ore:foodApricotjelly'],Pam's HarvestCraft,9458
harvestcraft:apricotjellysandwichitem,8.0,6,1.2,Apricot Jelly Sandwich,['ore:foodApricotjellysandwich'],Pam's HarvestCraft,9459
harvestcraft:apricotjuiceitem,2.0,2,1.2,Apricot Juice,"['ore:foodApricotjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9132
harvestcraft:apricotsmoothieitem,3.0,3,1.2,Apricot Smoothie,"['ore:foodApricotsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9460
harvestcraft:apricotyogurtitem,3.0,2,1.2,Apricot Yogurt,"['ore:foodApricotyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9456
harvestcraft:arrowrootitem,1.0,1,0.6,Arrowroot,"['ore:cropArrowroot', 'ore:listAllveggie']",Pam's HarvestCraft,8855
harvestcraft:artichokeitem,1.0,1,0.6,Artichoke,"['ore:cropArtichoke', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8801
harvestcraft:asparagusitem,1.0,1,0.6,Asparagus,"['ore:cropAsparagus', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8739
harvestcraft:asparagusquicheitem,5.0,6,1.2,Asparagus Quiche,['ore:foodAsparagusquiche'],Pam's HarvestCraft,9292
harvestcraft:asparagussoupitem,6.0,6,1.2,Asparagus Soup,['ore:foodAsparagussoup'],Pam's HarvestCraft,9293
harvestcraft:avocadoburritoitem,10.0,8,1.2,Avocado Burrito,['ore:foodAvocadoburrito'],Pam's HarvestCraft,9303
harvestcraft:avocadoitem,1.0,1,0.6,Avocado,['ore:cropAvocado'],Pam's HarvestCraft,8955
harvestcraft:babaganoushitem,6.0,5,1.2,Baba Ganoush,['ore:foodBabaganoush'],Pam's HarvestCraft,9700
harvestcraft:baconandeggsitem,4.0,4,1.2,Bacon and Eggs,['ore:foodBaconandeggs'],Pam's HarvestCraft,9630
harvestcraft:baconcheeseburgeritem,8.0,10,1.2,Bacon Cheeseburger,['ore:foodBaconcheeseburger'],Pam's HarvestCraft,9899
harvestcraft:baconmushroomburgeritem,9.0,11,1.2,Bacon Mushroom Burger,['ore:foodBaconmushroomburger'],Pam's HarvestCraft,9930
harvestcraft:baconpancakesitem,5.0,6,1.2,Bacon Pancakes,['ore:foodBaconpancakes'],Pam's HarvestCraft,9762
harvestcraft:baconwrappedchiliitem,4.0,3,1.2,Bacon Wrapped Chili,['ore:foodBaconwrappedchili'],Pam's HarvestCraft,9824
harvestcraft:baconwrappeddatesitem,4.0,3,1.2,Bacon Wrapped Dates,['ore:foodBaconwrappeddates'],Pam's HarvestCraft,9479
harvestcraft:bakedalaskaitem,8.0,7,1.2,Baked Alaska,['ore:foodBakedalaska'],Pam's HarvestCraft,9812
harvestcraft:bakedbeansitem,5.0,4,1.2,Baked Beans,['ore:foodBakedbeans'],Pam's HarvestCraft,9221
harvestcraft:bakedbeetsitem,4.0,4,1.2,Baked Beets,['ore:foodBakedbeets'],Pam's HarvestCraft,9258
harvestcraft:bakedcactusitem,2.0,1,1.2,Baked Cactus,['ore:foodBakedcactus'],Pam's HarvestCraft,9742
harvestcraft:bakedhamitem,5.0,4,1.2,Baked Ham,['ore:foodBakedham'],Pam's HarvestCraft,9153
harvestcraft:bakedsweetpotatoitem,2.0,2,1.2,Baked Sweet Potato,['ore:'],Pam's HarvestCraft,9087
harvestcraft:bakedturnipsitem,5.0,5,1.2,Baked Turnips,['ore:foodBakedturnips'],Pam's HarvestCraft,9271
harvestcraft:baklavaitem,6.0,8,1.2,Baklava,['ore:foodBaklava'],Pam's HarvestCraft,9378
harvestcraft:bambooshootitem,1.0,1,0.6,Bamboo Shoot,"['ore:cropBambooshoot', 'ore:listAllveggie']",Pam's HarvestCraft,8749
harvestcraft:bamboosteamedriceitem,3.0,2,1.2,Bamboo Steamed Rice,['ore:foodBamboosteamedrice'],Pam's HarvestCraft,9452
harvestcraft:bananaitem,1.0,1,0.6,Banana,"['ore:cropBanana', 'ore:listAllfruit']",Pam's HarvestCraft,8949
harvestcraft:bananamilkshakeitem,4.0,3,1.2,Banana Milkshake,['ore:foodBananamilkshake'],Pam's HarvestCraft,9548
harvestcraft:banananutbreaditem,6.0,5,1.2,Banana Nut Bread,['ore:foodBanananutbread'],Pam's HarvestCraft,9309
harvestcraft:bananasmoothieitem,3.0,3,1.2,Banana Smoothie,"['ore:foodBananasmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9310
harvestcraft:bananasplititem,9.0,7,1.2,Banana Split,['ore:foodBananasplit'],Pam's HarvestCraft,9308
harvestcraft:bananayogurtitem,3.0,2,1.2,Banana Yogurt,"['ore:foodBananayogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9311
harvestcraft:bangersandmashitem,13.0,9,1.2,Bangers and Mash,['ore:foodBangersandmash'],Pam's HarvestCraft,9527
harvestcraft:barleyitem,1.0,1,0.6,Barley,"['ore:cropBarley', 'ore:listAllgrain']",Pam's HarvestCraft,8741
harvestcraft:bassrawitem,1.0,1,0.6,Raw Bass,"['ore:fish', 'ore:foodBassraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10002
harvestcraft:battenbergitem,10.0,11,1.2,Battenberg,['ore:foodBattenberg'],Pam's HarvestCraft,9922
harvestcraft:batteredsausageitem,7.0,7,1.2,Battered Sausage,['ore:foodBatteredsausage'],Pam's HarvestCraft,9528
harvestcraft:bbqchickenbiscuititem,17.0,14,1.2,BBQ Chicken Biscuit,['ore:foodBbqchickenbiscuit'],Pam's HarvestCraft,9956
harvestcraft:bbqchickenpizzaitem,11.0,9,1.2,BBQ Chicken Pizza,['ore:foodBbqchickenpizza'],Pam's HarvestCraft,9805
harvestcraft:bbqjackfruititem,9.0,2,1.2,BBQ Jackfruit,"['ore:foodBbqjackfruit', 'ore:listAllporkcooked', 'ore:listAllporkraw']",Pam's HarvestCraft,9820
harvestcraft:bbqplatteritem,15.0,14,1.2,BBQ Platter,['ore:foodBbqplatter'],Pam's HarvestCraft,9953
harvestcraft:bbqpotatochipsitem,9.0,7,1.2,BBQ Potato Chips,['ore:foodBbqpotatochips'],Pam's HarvestCraft,9676
harvestcraft:bbqpulledporkitem,8.0,8,1.2,BBQ Pulled Pork,['ore:foodBbqpulledpork'],Pam's HarvestCraft,9553
harvestcraft:bbqsauceitem,6.0,1,1.2,BBQ Sauce,['ore:foodBbqsauce'],Pam's HarvestCraft,9787
harvestcraft:beanburritoitem,9.0,7,1.2,Bean Burrito,['ore:foodBeanburrito'],Pam's HarvestCraft,9224
harvestcraft:beanitem,1.0,1,0.6,Beans,"['ore:cropBean', 'ore:listAllveggie']",Pam's HarvestCraft,8811
harvestcraft:beansandriceitem,6.0,5,1.2,Beans and Rice,['ore:foodBeansandrice'],Pam's HarvestCraft,9222
harvestcraft:beansontoastitem,10.0,10,1.2,Beans on Toast,['ore:foodBeansontoast'],Pam's HarvestCraft,9901
harvestcraft:beefjerkyitem,2.0,3,1.2,Beef Jerky,['ore:foodBeefjerky'],Pam's HarvestCraft,9444
harvestcraft:beefwellingtonitem,4.0,7,1.2,Beef Wellington,['ore:foodBeefwellington'],Pam's HarvestCraft,9494
harvestcraft:beetburgeritem,12.0,13,1.2,Beet Burger,['ore:foodBeetburger'],Pam's HarvestCraft,9947
harvestcraft:beetitem,1.0,1,0.6,Beet,"['ore:cropBeet', 'ore:foodVegetable', 'ore:listAllveggie']",Pam's HarvestCraft,8759
harvestcraft:beetsaladitem,5.0,6,1.2,Beet Salad,['ore:foodBeetsalad'],Pam's HarvestCraft,9256
harvestcraft:beetsoupitem,5.0,4,1.2,Beet Soup,['ore:foodBeetsoup'],Pam's HarvestCraft,9257
harvestcraft:bellpepperitem,1.0,1,0.6,Bellpepper,"['ore:cropBellpepper', 'ore:listAllpepper', 'ore:listAllveggie']",Pam's HarvestCraft,8815
harvestcraft:bentoboxitem,19.0,18,1.2,Bento Box,['ore:foodBentobox'],Pam's HarvestCraft,9968
harvestcraft:berrymeringuenestitem,6.0,8,1.2,Berry Meringue Nest,['ore:foodBerrymeringuenest'],Pam's HarvestCraft,9813
harvestcraft:berryvinaigrettesaladitem,6.0,6,1.2,Berry Vinaigrette Salad,['ore:foodBerryvinaigrettesalad'],Pam's HarvestCraft,9701
harvestcraft:bibimbapitem,4.0,8,1.2,Bibimbap,['ore:foodBibimbap'],Pam's HarvestCraft,9807
harvestcraft:biscuititem,3.0,5,1.2,Biscuit,['ore:foodBiscuit'],Pam's HarvestCraft,9343
harvestcraft:biscuitsandgravyitem,7.0,8,1.2,Biscuits and Gravy,['ore:foodBiscuitsandgravy'],Pam's HarvestCraft,9631
harvestcraft:blackberrycobbleritem,4.0,5,1.2,Blackberry Cobbler,['ore:foodBlackberrycobbler'],Pam's HarvestCraft,9354
harvestcraft:blackberryitem,1.0,1,0.6,Blackberry,"['ore:cropBlackberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8727
harvestcraft:blackberryjellyitem,3.0,2,1.2,Blackberry Jelly,['ore:foodBlackberryjelly'],Pam's HarvestCraft,9392
harvestcraft:blackberryjellysandwichitem,8.0,6,1.2,Blackberry Jelly Sandwich,['ore:foodBlackberryjellysandwich'],Pam's HarvestCraft,9393
harvestcraft:blackberryjuiceitem,2.0,2,1.2,Blackberry Juice,"['ore:foodBlackberryjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9125
harvestcraft:blackberrysmoothieitem,3.0,3,1.2,Blackberry Smoothie,"['ore:foodBlackberrysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9355
harvestcraft:blackberryyogurtitem,3.0,2,1.2,Blackberry Yogurt,"['ore:foodBlackberryyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9356
harvestcraft:blackpaellaitem,8.0,7,1.2,Black Paella,['ore:foodBlackpaella'],Pam's HarvestCraft,9763
harvestcraft:blazingsoupitem,5.0,9,1.2,Blazing Soup,['ore:foodBlazingsoup'],Pam's HarvestCraft,9764
harvestcraft:bltitem,8.0,8,1.2,BLT,['ore:foodBlt'],Pam's HarvestCraft,9184
harvestcraft:blueberryitem,1.0,1,0.6,Blueberry,"['ore:cropBlueberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8729
harvestcraft:blueberryjellyitem,3.0,2,1.2,Blueberry Jelly,['ore:foodBlueberryjelly'],Pam's HarvestCraft,9394
harvestcraft:blueberryjellysandwichitem,8.0,6,1.2,Blueberry Jelly Sandwich,['ore:foodBlueberryjellysandwich'],Pam's HarvestCraft,9395
harvestcraft:blueberryjuiceitem,2.0,2,1.2,Blueberry Juice,"['ore:foodBlueberryjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9116
harvestcraft:blueberrymuffinitem,3.0,4,1.2,Blueberry Muffin,['ore:foodBlueberrymuffin'],Pam's HarvestCraft,9242
harvestcraft:blueberrypancakesitem,4.0,7,1.2,Blueberry Pancakes,['ore:foodBlueberrypancakes'],Pam's HarvestCraft,9244
harvestcraft:blueberrypieitem,4.0,5,1.2,Blueberry Pie,['ore:foodBlueberrypie'],Pam's HarvestCraft,9241
harvestcraft:blueberrysmoothieitem,3.0,3,1.2,Blueberry Smoothie,"['ore:foodBlueberrysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9240
harvestcraft:blueberryyogurtitem,3.0,2,1.2,Blueberry Yogurt,"['ore:foodBlueberryyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9348
harvestcraft:boiledeggitem,2.0,3,1.2,Boiled Egg,['ore:foodBoiledegg'],Pam's HarvestCraft,9163
harvestcraft:bolognaitem,7.0,2,1.2,Bologna,['ore:foodBologna'],Pam's HarvestCraft,9852
harvestcraft:bolognasandwichitem,12.0,9,1.2,Bologna Sandwich,['ore:foodBolognasandwich'],Pam's HarvestCraft,9843
harvestcraft:braisedonionsitem,5.0,5,1.2,Braised Onions,['ore:foodBraisedonions'],Pam's HarvestCraft,9189
harvestcraft:bratwurstitem,1.0,13,1.2,Bratwurst,['ore:foodBratwurst'],Pam's HarvestCraft,9943
harvestcraft:breadedporkchopitem,4.0,5,1.2,Breaded Porkchop,['ore:foodBreadedporkchop'],Pam's HarvestCraft,9151
harvestcraft:breadfruititem,1.0,1,0.6,Breadfruit,['ore:listAllgrain'],Pam's HarvestCraft,9012
harvestcraft:breakfastburritoitem,12.0,10,1.2,Breakfast Burrito,['ore:foodBreakfastburrito'],Pam's HarvestCraft,9911
harvestcraft:briochebunitem,10.0,3,1.2,Brioche Bun,['ore:foodBriochebun'],Pam's HarvestCraft,9765
harvestcraft:broccoliitem,1.0,1,0.6,Broccoli,"['ore:cropBroccoli', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8791
harvestcraft:broccolimacitem,4.0,4,1.2,Broccoli Mac,['ore:foodBroccolimac'],Pam's HarvestCraft,9259
harvestcraft:broccolindipitem,4.0,3,1.2,Broccoli n Dip,['ore:foodBroccolindip'],Pam's HarvestCraft,9260
harvestcraft:brownieitem,7.0,8,1.2,Brownie,['ore:foodBrownie'],Pam's HarvestCraft,9296
harvestcraft:brusselsproutitem,1.0,1,0.6,Brussel Sprout,"['ore:cropBrusselsprout', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8803
harvestcraft:bubbleteaitem,7.0,4,1.2,Bubble Tea,['ore:foodBubbletea'],Pam's HarvestCraft,9724
harvestcraft:bulgogiitem,8.0,7,1.2,Bulgogi,['ore:foodBulgogi'],Pam's HarvestCraft,9712
harvestcraft:buttercookieitem,8.0,6,1.2,Butter Cookie,"['ore:foodButtercookie', 'ore:listAllcookie']",Pam's HarvestCraft,9673
harvestcraft:butteredpotatoitem,5.0,4,1.2,Buttered Potato,['ore:foodButteredpotato'],Pam's HarvestCraft,9140
harvestcraft:buttertartitem,7.0,10,1.2,Butter Tart,['ore:foodButtertart'],Pam's HarvestCraft,9921
harvestcraft:cabbageitem,1.0,1,0.6,Cabbage,"['ore:cropCabbage', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8805
harvestcraft:cactusfruititem,1.0,1,0.6,Cactus Fruit,"['ore:cropCactusfruit', 'ore:listAllfruit']",Pam's HarvestCraft,8737
harvestcraft:cactusfruitjuiceitem,2.0,2,1.2,Cactus Fruit Juice,"['ore:foodCactusfruitjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9129
harvestcraft:cactussoupitem,4.0,3,1.2,Cactus Soup,['ore:foodCactussoup'],Pam's HarvestCraft,9338
harvestcraft:calamaricookeditem,2.0,2,1.2,Cooked Calamari,"['ore:foodCalamaricooked', 'ore:listAllfishcooked']",Pam's HarvestCraft,9081
harvestcraft:calamarirawitem,1.0,1,0.6,Raw Calamari,"['ore:fish', 'ore:foodCalamariraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,9080
harvestcraft:californiarollitem,6.0,6,1.2,California Roll,['ore:foodCaliforniaroll'],Pam's HarvestCraft,9499
harvestcraft:candiedgingeritem,3.0,2,1.2,Candied Ginger,['ore:foodCandiedginger'],Pam's HarvestCraft,9274
harvestcraft:candiedlemonitem,3.0,2,1.2,Candied Lemon,['ore:foodCandiedlemon'],Pam's HarvestCraft,9238
harvestcraft:candiedpecansitem,4.0,3,1.2,Candied Pecans,['ore:foodCandiedpecans'],Pam's HarvestCraft,9735
harvestcraft:candiedsweetpotatoesitem,4.0,3,1.2,Candied Sweet Potatoes,['ore:foodCandiedsweetpotatoes'],Pam's HarvestCraft,9263
harvestcraft:candiedwalnutsitem,5.0,4,1.2,Candied Walnuts,['ore:foodCandiedwalnuts'],Pam's HarvestCraft,9295
harvestcraft:candleberryitem,1.0,1,0.6,Candleberry,"['ore:cropCandle', 'ore:cropCandleberry']",Pam's HarvestCraft,8731
harvestcraft:cantaloupeitem,1.0,1,0.6,Cantaloupe,"['ore:cropCantaloupe', 'ore:listAllfruit']",Pam's HarvestCraft,8751
harvestcraft:cantonesegreensitem,9.0,2,1.2,Cantonese Greens,['ore:foodCantonesegreens'],Pam's HarvestCraft,9752
harvestcraft:cantonesenoodlesitem,15.0,10,1.2,Cantonese Noodles,['ore:foodCantonesenoodles'],Pam's HarvestCraft,9915
harvestcraft:caramelappleitem,4.0,3,1.2,Caramel Apple,['ore:foodCaramelapple'],Pam's HarvestCraft,9095
harvestcraft:caramelcupcakeitem,7.0,8,1.2,Caramel Cupcake,['ore:foodCaramelcupcake'],Pam's HarvestCraft,9799
harvestcraft:caramelicecreamitem,7.0,4,1.2,Caramel Ice Cream,['ore:foodCaramelicecream'],Pam's HarvestCraft,9433
harvestcraft:caramelitem,2.0,1,1.2,Caramel,['ore:foodCaramel'],Pam's HarvestCraft,9165
harvestcraft:carprawitem,1.0,1,0.6,Raw Carp,"['ore:fish', 'ore:foodCarpraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10003
harvestcraft:carrotcupcakeitem,6.0,8,1.2,Carrot Cupcake,['ore:foodCarrotcupcake'],Pam's HarvestCraft,9790
harvestcraft:carrotjuiceitem,2.0,2,1.2,Carrot Juice,"['ore:foodCarrotjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9113
harvestcraft:carrotsoupitem,5.0,4,1.2,Carrot Soup,['ore:foodCarrotsoup'],Pam's HarvestCraft,9138
harvestcraft:cashewbutteritem,3.0,1,1.2,Cashew Butter,"['ore:foodCashewbutter', 'ore:listAllnutbutter']",Pam's HarvestCraft,9561
harvestcraft:cashewchickenitem,5.0,5,1.2,Cashew Chicken,['ore:foodCashewchicken'],Pam's HarvestCraft,9455
harvestcraft:cashewitem,1.0,1,0.6,Cashew,"['ore:cropCashew', 'ore:listAllnut']",Pam's HarvestCraft,8940
harvestcraft:cassavaitem,1.0,1,0.6,Cassava,"['ore:cropCassava', 'ore:listAllveggie']",Pam's HarvestCraft,8857
harvestcraft:cassouletitem,13.0,13,1.2,Cassoulet,['ore:foodCassoulet'],Pam's HarvestCraft,9942
harvestcraft:catfishrawitem,1.0,1,0.6,Raw Catfish,"['ore:fish', 'ore:foodCatfishraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10004
harvestcraft:caulifloweritem,1.0,1,0.6,Cauliflower,"['ore:cropCauliflower', 'ore:listAllveggie']",Pam's HarvestCraft,8793
harvestcraft:ceasarsaladitem,8.0,9,1.2,Caesar Salad,['ore:foodCeasarsalad'],Pam's HarvestCraft,9508
harvestcraft:celeryandpeanutbutteritem,4.0,2,1.2,Celery and Peanut Butter,['ore:foodCeleryandpeanutbutter'],Pam's HarvestCraft,9284
harvestcraft:celeryitem,1.0,1,0.6,Celery,"['ore:cropCelery', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8777
harvestcraft:celerysoupitem,6.0,5,1.2,Celery Soup,['ore:foodCelerysoup'],Pam's HarvestCraft,9287
harvestcraft:cevicheitem,7.0,7,1.2,Ceviche,['ore:foodCeviche'],Pam's HarvestCraft,9741
harvestcraft:chaiteaitem,3.0,3,1.2,Chai Tea,['ore:foodChaitea'],Pam's HarvestCraft,9251
harvestcraft:chaoscookieitem,5.0,3,1.2,Chaos Cookie,"['ore:foodChaoscookie', 'ore:listAllcookie']",Pam's HarvestCraft,9509
harvestcraft:charrrawitem,1.0,1,0.6,Raw Charr,"['ore:fish', 'ore:foodCharrraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10005
harvestcraft:charsiuitem,7.0,8,1.2,Char Siu,['ore:foodCharsiu'],Pam's HarvestCraft,9627
harvestcraft:cheddarandsourcreampotatochipsitem,8.0,6,1.2,Cheddar and Sour Cream Potato Chips,['ore:foodCheddarandsourcreampotatochips'],Pam's HarvestCraft,9678
harvestcraft:cheeseburgeritem,6.0,8,1.2,Cheeseburger,['ore:foodCheeseburger'],Pam's HarvestCraft,9155
harvestcraft:cheesedanishitem,4.0,6,1.2,Cheese Danish,['ore:foodCheesedanish'],Pam's HarvestCraft,9850
harvestcraft:cheeseitem,1.0,2,1.2,Cheese,['ore:foodCheese'],Pam's HarvestCraft,9090
harvestcraft:cheeseontoastitem,5.0,6,1.2,Cheese on Toast,['ore:foodCheeseontoast'],Pam's HarvestCraft,9606
harvestcraft:cheesesteakitem,9.0,10,1.2,Cheesesteak,['ore:foodCheesesteak'],Pam's HarvestCraft,9919
harvestcraft:cheesyshrimpquinoaitem,8.0,9,1.2,Cheesy Shrimp Quinoa,['ore:foodCheesyshrimpquinoa'],Pam's HarvestCraft,9711
harvestcraft:cheezepuffsitem,4.0,4,1.2,Cheeze Puffs,['ore:foodCheezepuffs'],Pam's HarvestCraft,9681
harvestcraft:cherrycoconutchocolatebaritem,5.0,4,1.2,Cherry Coconut Chocolate Bar,['ore:foodCherrycoconutchocolatebar'],Pam's HarvestCraft,9503
harvestcraft:cherryicecreamitem,6.0,4,1.2,Cherry Ice Cream,['ore:foodCherryicecream'],Pam's HarvestCraft,9556
harvestcraft:cherryitem,1.0,1,0.6,Cherry,"['ore:cropCherry', 'ore:listAllfruit']",Pam's HarvestCraft,8900
harvestcraft:cherryjellyitem,3.0,2,1.2,Cherry Jelly,['ore:foodCherryjelly'],Pam's HarvestCraft,9396
harvestcraft:cherryjellysandwichitem,8.0,6,1.2,Cherry Jelly Sandwich,['ore:foodCherryjellysandwich'],Pam's HarvestCraft,9397
harvestcraft:cherryjuiceitem,2.0,2,1.2,Cherry Juice,"['ore:foodCherryjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9117
harvestcraft:cherrypieitem,4.0,5,1.2,Cherry Pie,['ore:foodCherrypie'],Pam's HarvestCraft,9245
harvestcraft:cherryslushieitem,4.0,3,1.2,Cherry Slushie,['ore:foodCherryslushie'],Pam's HarvestCraft,9800
harvestcraft:cherrysmoothieitem,3.0,3,1.2,Cherry Smoothie,"['ore:foodCherrysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9247
harvestcraft:cherrysodaitem,5.0,3,1.2,Cherry Soda,"['ore:foodCherrysoda', 'ore:listAllsoda']",Pam's HarvestCraft,9425
harvestcraft:cherryyogurtitem,3.0,2,1.2,Cherry Yogurt,"['ore:foodCherryyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9350
harvestcraft:chestnutbutteritem,3.0,1,1.2,Chestnut Butter,"['ore:foodChestnutbutter', 'ore:listAllnutbutter']",Pam's HarvestCraft,9562
harvestcraft:chestnutitem,1.0,1,0.6,Chestnut,"['ore:cropChestnut', 'ore:listAllnut']",Pam's HarvestCraft,8982
harvestcraft:chickenandwafflesitem,11.0,14,1.2,Chicken and Waffles,['ore:foodChickenandwaffles'],Pam's HarvestCraft,9954
harvestcraft:chickenbiscuititem,10.0,13,1.2,Chicken Biscuit,['ore:foodChickenbiscuit'],Pam's HarvestCraft,9944
harvestcraft:chickencelerycasseroleitem,6.0,6,1.2,Chicken Celery Casserole,['ore:foodChickencelerycasserole'],Pam's HarvestCraft,9285
harvestcraft:chickenchowmeinitem,8.0,8,1.2,Chicken Chow Mein,['ore:foodChickenchowmein'],Pam's HarvestCraft,9623
harvestcraft:chickencordonbleuitem,6.0,7,1.2,Chicken Cordon Bleu,['ore:foodChickencordonbleu'],Pam's HarvestCraft,9826
harvestcraft:chickencurryitem,10.0,9,1.2,Chicken Curry,['ore:foodChickencurry'],Pam's HarvestCraft,9313
harvestcraft:chickendinneritem,12.0,9,1.2,Chicken Dinner,['ore:foodChickendinner'],Pam's HarvestCraft,9668
harvestcraft:chickengumboitem,9.0,9,1.2,Chicken Gumbo,['ore:foodChickengumbo'],Pam's HarvestCraft,9497
harvestcraft:chickenkatsuitem,5.0,6,1.2,Chicken Katsu,['ore:foodChickenkatsu'],Pam's HarvestCraft,9719
harvestcraft:chickennoodlesoupitem,6.0,6,1.2,Chicken Noodle Soup,['ore:foodChickennoodlesoup'],Pam's HarvestCraft,9149
harvestcraft:chickenpaellaitem,8.0,8,1.2,Chicken Paella,['ore:foodChickenpaella'],Pam's HarvestCraft,9766
harvestcraft:chickenparmasanitem,5.0,5,1.2,Chicken Parmesan,['ore:foodChickenparmasan'],Pam's HarvestCraft,9180
harvestcraft:chickenpotpieitem,6.0,7,1.2,Chicken Pot Pie,['ore:foodChickenpotpie'],Pam's HarvestCraft,9150
harvestcraft:chickensandwichitem,4.0,6,1.2,Chicken Sandwich,['ore:foodChickensandwich'],Pam's HarvestCraft,9148
harvestcraft:chickpeaitem,1.0,1,0.6,Chickpeas,"['ore:cropChickpea', 'ore:listAllveggie']",Pam's HarvestCraft,8859
harvestcraft:chikorollitem,9.0,10,1.2,Chiko Roll,['ore:foodChikoroll'],Pam's HarvestCraft,9903
harvestcraft:chilichocolateitem,3.0,2,1.2,Chili Chocolate,['ore:foodChilichocolate'],Pam's HarvestCraft,9232
harvestcraft:chilicupcakeitem,6.0,8,1.2,Chili Cupcake,['ore:foodChilicupcake'],Pam's HarvestCraft,9792
harvestcraft:chilidogitem,10.0,10,1.2,Chili Dog,['ore:foodChilidog'],Pam's HarvestCraft,9908
harvestcraft:chilidonutitem,5.0,6,1.2,Chili Donut,['ore:foodChilidonut'],Pam's HarvestCraft,9786
harvestcraft:chiliitem,5.0,4,1.2,Chili,['ore:foodChili'],Pam's HarvestCraft,9223
harvestcraft:chilipepperitem,1.0,1,0.6,Chili Pepper,"['ore:cropChilipepper', 'ore:listAllpepper']",Pam's HarvestCraft,8817
harvestcraft:chilipoppersitem,4.0,6,1.2,Chili Poppers,['ore:foodChilipoppers'],Pam's HarvestCraft,9230
harvestcraft:chimichangaitem,21.0,17,1.2,Chimichanga,['ore:foodChimichanga'],Pam's HarvestCraft,9964
harvestcraft:chipsanddipitem,8.0,5,1.2,Chips and Dip,['ore:foodChipsanddip'],Pam's HarvestCraft,9680
harvestcraft:chipsandsalsaitem,15.0,10,1.2,Chips and Salsa,['ore:foodChipsandsalsa'],Pam's HarvestCraft,9912
harvestcraft:chocolatebaconitem,4.0,3,1.2,Chocolate Bacon,['ore:foodChocolatebacon'],Pam's HarvestCraft,9510
harvestcraft:chocolatebaritem,4.0,1,1.2,Chocolate Bar,['ore:foodChocolatebar'],Pam's HarvestCraft,9170
